,P_mean,P_max,P_std,n_samples,day_of_week,hour,weekend,Baseline_Mean,Baseline_Max,ratio_mean,ratio_max,label_rel
2023-08-25 00:45:00+00:00,0.1715788888888889,0.223,0.013026173655332401,900,4,0,0,0.5083022222222222,0.9954011510297032,0.33755289941242306,0.22403028142906536,0
2023-08-25 01:00:00+00:00,0.21160777777777778,1.811,0.16603511745606447,900,4,1,0,0.5071677777777778,0.954514908847872,0.4172342704912466,1.897298809283064,0
2023-08-25 01:15:00+00:00,0.1901311111111111,0.261,0.028432707060701282,900,4,1,0,0.5071677777777778,0.954514908847872,0.37488799454925065,0.2734373214924791,0
2023-08-25 01:30:00+00:00,0.18873555555555555,1.819,0.17150123334594236,900,4,1,0,0.5071677777777778,0.954514908847872,0.372136330077051,1.9056800298652088,0
2023-08-25 01:45:00+00:00,0.17020000000000002,0.224,0.013243505344709536,900,4,1,0,0.5071677777777778,0.954514908847872,0.33558914319390254,0.2346741763000587,0
2023-08-25 02:00:00+00:00,0.18890333333333334,1.822,0.17175665906525778,900,4,2,0,0.5099938888888889,0.9963834030941316,0.37040313119220386,1.8286133574104402,0
2023-08-25 02:15:00+00:00,0.18831555555555557,0.52,0.015078451951763851,900,4,2,0,0.5099938888888889,0.9963834030941316,0.3692506119354372,0.5218874565606086,0
2023-08-25 02:30:00+00:00,0.2124688888888889,1.858,0.1722867533899435,900,4,2,0,0.5099938888888889,0.9963834030941316,0.41661065655470825,1.8647440274800209,0
2023-08-25 02:45:00+00:00,0.17108,0.223,0.01311471759417962,900,4,2,0,0.5099938888888889,0.9963834030941316,0.3354550000054467,0.22380942848656868,0
2023-08-25 03:00:00+00:00,0.1891077777777778,1.806,0.1698346069277266,900,4,3,0,0.5123088888888889,0.9554971609123004,0.3691284338007886,1.8901155062309625,0
2023-08-25 03:15:00+00:00,0.17099333333333333,0.226,0.013193855380432764,900,4,3,0,0.5123088888888889,0.9554971609123004,0.3337699911945484,0.23652608217508167,0
2023-08-25 03:30:00+00:00,0.19500111111111113,1.795,0.16754330703373607,900,4,3,0,0.5123088888888889,0.9554971609123004,0.38063191043597827,1.878603174797662,0
2023-08-25 03:45:00+00:00,0.20576777777777777,0.227,0.01804513145559725,900,4,3,0,0.5123088888888889,0.9554971609123004,0.4016478773656518,0.23757265775992717,0
2023-08-25 04:00:00+00:00,0.1882477777777778,1.772,0.16320601823715666,900,4,4,0,0.5098194444444444,1.07975204706249,0.3692440134034381,1.6411175184347178,0
2023-08-25 04:15:00+00:00,0.17171777777777777,0.219,0.013379142848267413,900,4,4,0,0.5098194444444444,1.07975204706249,0.3368207698804043,0.2028243434182862,0
2023-08-25 04:30:00+00:00,0.19344777777777777,1.806,0.16735065244512937,900,4,4,0,0.5098194444444444,1.07975204706249,0.3794437028359714,1.6726062292850452,0
2023-08-25 04:45:00+00:00,0.24272555555555556,3.296,0.3815033945564433,900,4,4,0,0.5098194444444444,1.07975204706249,0.47610101615495687,3.0525526753729286,0
2023-08-25 05:00:00+00:00,0.3643255555555555,2.144,0.37678997730716673,900,4,5,0,0.5327374496396546,1.3505,0.683874497281891,1.5875601629026288,0
2023-08-25 05:15:00+00:00,0.5007166666666667,2.688,0.607386742442019,900,4,5,0,0.5327374496396546,1.3505,0.9398938764401735,1.990373935579415,0
2023-08-25 05:30:00+00:00,0.44974000000000003,2.103,0.4837696378126791,900,4,5,0,0.5327374496396546,1.3505,0.8442057157877781,1.5572010366530915,0
2023-08-25 05:45:00+00:00,0.34070222222222224,1.97,0.16820265663529788,900,4,5,0,0.5327374496396546,1.3505,0.6395312033210249,1.4587189929655682,0
2023-08-25 06:00:00+00:00,0.3287822222222222,0.621,0.025491941092916207,900,4,6,0,0.64673,1.0881237281429679,0.5083763274043607,0.5707071575948642,0
2023-08-25 06:15:00+00:00,0.3297733333333333,1.913,0.1924085260321841,900,4,6,0,0.64673,1.0881237281429679,0.5099088233626603,1.7580721295957735,0
2023-08-25 06:30:00+00:00,0.9175566666666667,2.607,0.9501513643889999,900,4,6,0,0.64673,1.0881237281429679,1.4187631108293517,2.3958672461349617,0
2023-08-25 06:45:00+00:00,1.178546111111111,2.577,1.0250321945275702,900,4,6,0,0.64673,1.0881237281429679,1.8223155120546612,2.3682968520482532,0
2023-08-25 07:00:00+00:00,0.25206222222222224,0.465,0.0501539400607899,900,4,7,0,0.6247502010746799,0.9162070783351655,0.40346081007838175,0.5075271857154267,0
2023-08-25 07:15:00+00:00,0.33910888888888885,2.042,0.27131651868907314,900,4,7,0,0.6247502010746799,0.9162070783351655,0.5427911640613514,2.228753791894411,0
2023-08-25 07:30:00+00:00,1.4982922222222221,2.496,0.9762078717354284,900,4,7,0,0.6247502010746799,0.9162070783351655,2.3982260744292625,2.7242749581628063,0
2023-08-25 07:45:00+00:00,0.4517977777777778,1.635,0.5844742265176067,900,4,7,0,0.6247502010746799,0.9162070783351655,0.7231654779792089,1.7845310723542422,0
2023-08-25 08:00:00+00:00,0.0,0.0,0.0,900,4,8,0,0.31575055555555553,0.7022904906732472,0.0,0.0,2
2023-08-25 08:15:00+00:00,0.0,0.0,0.0,900,4,8,0,0.31575055555555553,0.7022904906732472,0.0,0.0,2
2023-08-25 08:30:00+00:00,0.0,0.0,0.0,900,4,8,0,0.31575055555555553,0.7022904906732472,0.0,0.0,2
2023-08-25 08:45:00+00:00,0.017985555555555557,1.0,0.10797973284591522,900,4,8,0,0.31575055555555553,0.7022904906732472,0.056961279209502585,1.4239122033979914,2
2023-08-25 09:00:00+00:00,6e-05,0.054,0.001799999999999999,900,4,9,0,0.32766666666666666,0.7954036797078816,0.00018311291963377417,0.06789005554994658,2
2023-08-25 09:15:00+00:00,0.005194444444444444,0.553,0.05176475164664832,900,4,9,0,0.32766666666666666,0.7954036797078816,0.015852831468294335,0.69524445776149,2
2023-08-25 09:30:00+00:00,0.004727777777777778,0.35,0.02275331523853904,900,4,9,0,0.32766666666666666,0.7954036797078816,0.01442861987114276,0.4400281378237278,2
2023-08-25 09:45:00+00:00,0.02072,1.158,0.12773380900208134,900,4,9,0,0.32766666666666666,0.7954036797078816,0.06323499491353,1.4558645245710766,2
2023-08-25 10:00:00+00:00,0.0,0.0,0.0,900,4,10,0,0.48024,0.8352940645278779,0.0,0.0,2
2023-08-25 10:15:00+00:00,0.0810688888888889,1.768,0.29766829813775597,900,4,10,0,0.48024,0.8352940645278779,0.16880911396153778,2.1166198529128817,0
2023-08-25 10:30:00+00:00,1.4077633333333335,4.653,1.22623722660735,900,4,10,0,0.48024,0.8352940645278779,2.931374590482537,5.570493311993007,3
2023-08-25 10:45:00+00:00,1.7015566666666668,4.692,1.0535746251060758,900,4,10,0,0.48024,0.8352940645278779,3.54313815314565,5.617183455807263,3
2023-08-25 11:00:00+00:00,0.19533222222222224,2.147,0.4674899529778283,900,4,11,0,0.2656169633397718,0.8923234632598334,0.735390615743006,2.406078163804621,0
2023-08-25 11:15:00+00:00,0.24004333333333333,1.418,0.45441830130222366,900,4,11,0,0.2656169633397718,0.8923234632598334,0.9037198916632248,1.5891098445621576,0
2023-08-25 11:30:00+00:00,0.05700333333333333,1.42,0.27205511487263895,900,4,11,0,0.2656169633397718,0.8923234632598334,0.21460727739898083,1.5913511842582961,0
2023-08-25 11:45:00+00:00,0.73628,2.129,0.9671191118278744,900,4,11,0,0.2656169633397718,0.8923234632598334,2.771961514589585,2.385906106539375,0
2023-08-25 12:00:00+00:00,1.0555333333333334,2.037,0.9918995887769059,900,4,12,0,0.10107833333333333,0.6275240397308899,10.442725938628458,3.2460907806393453,0
2023-08-25 12:15:00+00:00,0.11872666666666666,1.973,0.44843197179273164,900,4,12,0,0.10107833333333333,0.6275240397308899,1.174600557323528,3.1441026559653555,0
2023-08-25 12:30:00+00:00,1.263558888888889,3.76,1.0820032465058813,900,4,12,0,0.10107833333333333,0.6275240397308899,12.500788717221518,5.991802324596926,3
2023-08-25 12:45:00+00:00,0.07176666666666667,0.768,0.09380299688546259,900,4,12,0,0.10107833333333333,0.6275240397308899,0.7100103879829176,1.223857496087883,0
2023-08-25 13:00:00+00:00,0.0,0.0,0.0,900,4,13,0,0.024253888888888887,0.624363504517763,0.0,0.0,2
2023-08-25 13:15:00+00:00,0.2840722222222222,3.508,0.7263642178553371,900,4,13,0,0.024253888888888887,0.624363504517763,11.712440158508374,5.6185218620512725,3
2023-08-25 13:30:00+00:00,1.3406711111111111,2.467,0.964808559136456,900,4,13,0,0.024253888888888887,0.624363504517763,55.27654213528186,3.951223897856468,0
2023-08-25 13:45:00+00:00,0.0,0.0,0.0,900,4,13,0,0.024253888888888887,0.624363504517763,0.0,0.0,2
2023-08-25 14:00:00+00:00,0.011177777777777778,1.083,0.10617342391631238,900,4,14,0,0.15075,0.6583561397975473,0.07414777962041644,1.6450063036292728,2
2023-08-25 14:15:00+00:00,0.00016999999999999999,0.153,0.005099999999999998,900,4,14,0,0.15075,0.6583561397975473,0.0011276948590381425,0.2323970124240801,2
2023-08-25 14:30:00+00:00,0.012013333333333332,1.126,0.11353398808996762,900,4,14,0,0.15075,0.6583561397975473,0.07969043670536208,1.7103204966634913,2
2023-08-25 14:45:00+00:00,0.0,0.0,0.0,900,4,14,0,0.15075,0.6583561397975473,0.0,0.0,2
