,mean_power,min_power,max_power,std_power,median_power,q10,q90,energy_kWh
2023-08-11 00:00:00+00:00,1.965277254619774,1.9347307903389812,1.9958237189005672,0.017636315556554528,1.965277254619774,1.9408400831951398,1.9897144260444086,0.04716665411087458
2023-08-12 00:00:00+00:00,2.0263708902836246,1.9958244260028317,2.0569173545644177,0.017636315556475865,2.0263708902836246,2.0019337188589903,2.0508080617082594,0.048632901366806994
2023-08-13 00:00:00+00:00,2.0874645259474756,2.0569180616666825,2.118010990228268,0.017636315556455492,2.087464525947475,2.063027354522841,2.11190169737211,0.050099148622739405
2023-08-14 00:00:00+00:00,2.1485581616113256,2.118011697330533,2.1791046258921187,0.017636315556455104,2.1485581616113256,2.1241209901866913,2.1729953330359604,0.05156539587867182
2023-08-15 00:00:00+00:00,2.209651797275176,2.1791053329943835,2.2401982615559692,0.01763631555645552,2.2096517972751766,2.185214625850542,2.234088968699811,0.053031643134604234
2023-08-16 00:00:00+00:00,2.270745432939027,2.240198968658234,2.3012918972198197,0.01763631555645513,2.2707454329390266,2.2463082615143923,2.2951826043636614,0.054497890390536645
2023-08-17 00:00:00+00:00,2.3318390686028776,2.3012926043220845,2.3623855328836703,0.01763631555645515,2.3318390686028776,2.307401897178243,2.356276240027512,0.055964137646469056
2023-08-18 00:00:00+00:00,1.7161388701830425,0.0,13.229,2.800403057456069,0.403,0.0,2.379324945445323,0.041187332884393024
2023-08-19 00:00:00+00:00,0.23183172453703701,0.0,5.387,0.44567813741477846,0.166,0.0,0.321,0.005563961388888888
2023-08-20 00:00:00+00:00,2.1884825868055557,0.0,14.153,4.118767492808645,0.163,0.0,10.776,0.05252358208333333
2023-08-21 00:00:00+00:00,0.7244502662037037,0.0,10.582,2.0421875523585125,0.147,0.0,1.585,0.017386806388888888
2023-08-22 00:00:00+00:00,0.20657637731481482,0.0,3.559,0.3703079390788952,0.161,0.0,0.394,0.004957833055555556
2023-08-23 00:00:00+00:00,0.642522974537037,0.0,13.525,2.2441748459660196,0.151,0.0,0.439,0.01542055138888889
2023-08-24 00:00:00+00:00,0.2689256828703704,0.0,4.579,0.42041493214217945,0.17,0.0,0.788,0.006454216388888889
2023-08-25 00:00:00+00:00,0.3558501099537037,0.0,4.692,0.6040440948401,0.181,0.0,1.079,0.008540402638888889
2023-08-26 00:00:00+00:00,0.1590527662037037,0.0,4.372,0.29500616670181545,0.14,0.0,0.326,0.0038172663888888887
2023-08-27 00:00:00+00:00,2.036270173611111,0.0,15.061,3.5624489424781545,0.173,0.0,9.183100000000005,0.04887048416666667
2023-08-28 00:00:00+00:00,0.19886208333333336,0.0,3.511,0.3754887156223594,0.14,0.0,0.39,0.00477269
2023-08-29 00:00:00+00:00,0.3088082986111111,0.0,7.249,0.6264906902964977,0.14,0.0,0.643,0.0074113991666666665
2023-08-30 00:00:00+00:00,0.27837101273148146,0.0,4.022,0.49329061261049695,0.161,0.0,0.541,0.006680904305555555
2023-08-31 00:00:00+00:00,1.261261099537037,0.0,11.241,2.787988562513111,0.169,0.0,7.827,0.030270266388888887
2023-09-01 00:00:00+00:00,0.5564843518518519,0.0,8.328,0.8469657820816178,0.193,0.0,2.037,0.013355624444444445
2023-09-02 00:00:00+00:00,0.19743903935185186,0.0,3.714,0.3788885855959717,0.159,0.0,0.346,0.004738536944444444
2023-09-03 00:00:00+00:00,0.20196682870370372,0.0,2.931,0.39030095738453235,0.134,0.0,0.433,0.004847203888888889
2023-09-04 00:00:00+00:00,0.09922593750000001,0.0,2.125,0.12148948124373422,0.126,0.0,0.232,0.0023814225
2023-09-05 00:00:00+00:00,0.09139649305555556,0.0,1.969,0.10974467823466884,0.122,0.0,0.199,0.002193515833333333
2023-09-06 00:00:00+00:00,0.16222260416666667,0.0,2.69,0.34568945050492306,0.129,0.0,0.221,0.0038933425000000003
2023-09-07 00:00:00+00:00,0.13075337962962963,0.0,1.66,0.17087719613145186,0.13,0.0,0.301,0.0031380811111111112
2023-09-08 00:00:00+00:00,0.14417430555555555,0.0,3.317,0.20552329013233134,0.153,0.0,0.304,0.003460183333333333
2023-09-09 00:00:00+00:00,0.4371831886574074,0.0,12.175,1.6830095926798292,0.14,0.0,0.232,0.010492396527777777
2023-09-10 00:00:00+00:00,1.8875987847222222,0.0,13.577,3.387953365833305,0.201,0.0,8.63,0.04530237083333333
2023-09-11 00:00:00+00:00,1.0823851157407407,0.0,13.235,2.942678203465539,0.173,0.0,1.833,0.025977242777777784
2023-09-12 00:00:00+00:00,0.8565820486111111,0.0,13.404,2.471782310071279,0.174,0.0,1.7461000000000058,0.020557969166666665
2023-09-13 00:00:00+00:00,1.1778937210648148,0.0,14.11,3.1374668123287925,0.164,0.0,1.672,0.02826944930555555
2023-09-14 00:00:00+00:00,0.9054295254629631,0.0,12.654,2.2503174196968003,0.163,0.0,2.211,0.021730308611111113
2023-09-15 00:00:00+00:00,0.5860199537037037,0.0,12.679,1.9749730997826485,0.161,0.0,0.401,0.014064478888888888
2023-09-16 00:00:00+00:00,0.9593440625,0.0,12.25,2.628498707147885,0.166,0.0,1.092,0.023024257500000003
2023-09-17 00:00:00+00:00,1.6967046875,0.0,12.89,3.24488495184428,0.187,0.0,9.418,0.040720912500000005
2023-09-18 00:00:00+00:00,0.19731199074074077,0.0,4.429,0.3444150596736255,0.147,0.0,0.353,0.004735487777777778
2023-09-19 00:00:00+00:00,1.724306400462963,0.0,13.791,3.9248453667033103,0.158,0.0,11.719,0.04138335361111111
2023-09-20 00:00:00+00:00,0.5911492997685185,0.0,13.204,2.108890756013562,0.138,0.0,0.383,0.014187583194444445
2023-09-21 00:00:00+00:00,0.2006139699074074,0.0,3.831,0.4275621830879504,0.126,0.0,0.191,0.004814735277777777
2023-09-22 00:00:00+00:00,2.1409949189814816,0.0,13.405,4.2592538162319205,0.145,0.0,11.551,0.051383878055555554
2023-09-23 00:00:00+00:00,1.1300515046296296,0.0,13.003,3.0802319044177193,0.155,0.0,1.8311000000000057,0.02712123611111111
2023-09-24 00:00:00+00:00,1.7109924363425928,0.0,13.748,3.4752247555520785,0.169,0.0,9.019,0.04106381847222222
2023-09-25 00:00:00+00:00,0.23963622685185185,0.0,3.532,0.40654072506198613,0.154,0.0,0.45,0.005751269444444444
2023-09-26 00:00:00+00:00,0.2648934722222222,0.0,4.685,0.4799712252647271,0.142,0.0,0.577,0.006357443333333333
2023-09-27 00:00:00+00:00,0.16045633101851853,0.0,2.214,0.21503274180915988,0.138,0.0,0.339,0.0038509519444444437
2023-09-28 00:00:00+00:00,1.7882529513888887,0.0,13.77,3.9809395176824123,0.155,0.0,11.622,0.042918070833333336
2023-09-29 00:00:00+00:00,0.29026667824074076,0.0,6.936,0.5726234886642237,0.149,0.0,0.6291000000000059,0.006966400277777778
2023-09-30 00:00:00+00:00,0.14961086805555557,0.0,3.474,0.2910424127820108,0.124,0.0,0.209,0.0035906608333333336
2023-10-01 00:00:00+00:00,2.4827346875,0.0,12.852,3.8454732152321527,0.197,0.0,9.371100000000006,0.0595856325
2023-10-02 00:00:00+00:00,0.36717094907407405,0.0,6.086,0.7116919118315361,0.154,0.0,0.948,0.008812102777777778
2023-10-03 00:00:00+00:00,0.3459514583333333,0.0,5.482,0.5998004989803062,0.179,0.0,0.742,0.008302835
2023-10-04 00:00:00+00:00,0.7775641203703703,0.0,12.324,2.3046867194214555,0.176,0.0,1.095,0.01866153888888889
2023-10-05 00:00:00+00:00,0.418756875,0.0,4.87,0.6153453273816418,0.18,0.0,1.077,0.010050165000000002
2023-10-06 00:00:00+00:00,0.37270702546296297,0.0,5.015,0.667940845839369,0.16,0.0,1.444,0.00894496861111111
2023-10-07 00:00:00+00:00,0.5712696990740741,0.0,13.078,2.0106439303627823,0.161,0.0,0.432,0.013710472777777778
2023-10-08 00:00:00+00:00,1.6202673148148148,0.0,10.874,2.953271411705891,0.227,0.0,8.689,0.038886415555555554
2023-10-09 00:00:00+00:00,0.27825376157407405,0.0,4.916,0.473132354699702,0.224,0.0,0.431,0.006678090277777778
2023-10-10 00:00:00+00:00,0.3099799710648148,0.0,3.727,0.41912192106785845,0.227,0.0,0.536,0.007439519305555556
2023-10-11 00:00:00+00:00,0.37103758556646654,0.0,5.429,0.43079133425486416,0.261,0.0,0.561,0.008904902053595195
2023-10-12 00:00:00+00:00,0.5231302358868799,0.5166352933123417,0.5296251784614181,0.003749921947493118,0.5231302358868799,0.5179342818272493,0.5283261899465105,0.012555125661285117
2023-10-13 00:00:00+00:00,0.5361202713835893,0.5296253288090512,0.5426152139581276,0.0037499219474930673,0.5361202713835893,0.5309243173239588,0.54131622544322,0.012866886513206147
2023-10-14 00:00:00+00:00,0.5491103068802988,0.5426153643057606,0.555605249454837,0.0037499219474930183,0.5491103068802988,0.5439143528206682,0.5543062609399294,0.013178647365127173
2023-10-15 00:00:00+00:00,0.5621003423770082,0.5556053998024701,0.5685952849515465,0.0037499219474930712,0.5621003423770083,0.5569043883173778,0.5672962964366389,0.013490408217048198
